venta_id,producto_id,producto_nombre,producto_marca,producto_categoria,producto_peso,cantidad,precio_unitario,subtotal
2267,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,39,23.76,926.64
2268,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,16,35.8,572.8
2269,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,20,34.9,698.0
2269,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,36,19.63,706.68
2269,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,117.68,235.36
2269,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,1,134.77,134.77
2270,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,25,36.45,911.25
2271,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,25,17.24,431.0
2271,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,36,18.72,673.92
2271,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,114.06,456.24
2271,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,36,36.03,1297.08
2272,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,31,18.86,584.66
2272,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,36,19.89,716.04
2272,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,110.62,110.62
2272,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,249.38,249.38
2272,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,131.04,393.12
2272,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,65,17.0,1105.0
2273,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,32,20.43,653.76
2273,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,39,19.21,749.19
2274,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,6,145.61,873.66
2274,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,26,14.62,380.12
2274,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,5,250.62,1253.1
2274,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,42,22.06,926.52
2275,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,35,22.33,781.55
2275,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,105.44,421.76
2275,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,11,13.99,153.89
2276,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,63,16.95,1067.85
2276,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,5,145.55,727.75
2276,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,26,12.03,312.78
2277,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,11,40.83,449.13
2277,20,CRISTY BARRA LAMINADA PVC,CRISTY,BARRA LAMINADA,3.5KG,2,112.18,224.36
2278,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,6,13.98,83.88
2278,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,27,14.47,390.69
2278,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,122.04,366.12
2279,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,31,22.25,689.75
2280,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,16,18.08,289.28
2281,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,85,19.35,1644.75
2282,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,74,19.04,1408.96
2283,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,130.86,392.58
2283,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,7,17.38,121.66
2283,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,27,18.23,492.21
2283,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,240.68,240.68
2283,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,16,23.77,380.32
2284,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,42,14.94,627.48
2284,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,126.24,378.72
2284,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,14,39.0,546.0
2284,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,3,249.94,749.82
2284,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,3,109.16,327.48
2285,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,5,133.29,666.45
2285,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,5,132.53,662.65
2286,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,68,20.53,1396.04
2286,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,26,40.15,1043.9
2286,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,6,105.97,635.82
2286,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,21,35.36,742.56
2286,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,44,16.16,711.04
2287,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,26,33.91,881.66
2288,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,126.99,253.98
2288,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,31,18.91,586.21
2288,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,17,21.11,358.87
2288,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,7,14.25,99.75
2289,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,131,16.81,2202.11
2289,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,106.84,320.52
2289,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,10,135.13,1351.3
2289,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,94,15.81,1486.14
2290,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,14,39.93,559.02
2290,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,35,18.94,662.9
2290,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,6,108.16,648.96
2290,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,258.84,258.84
2291,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,74,17.29,1279.46
2292,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,7,137.29,961.03
2293,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,39,18.9,737.1
2293,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,34,38.63,1313.42
2293,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,128.72,386.16
2293,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,250.06,500.12
2294,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,45,17.83,802.35
2295,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,115.67,231.34
2296,11,LA RIBERA,LA RIBERA,BOLITA,420GR,37,20.25,749.25
2296,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,6,101.36,608.16
2296,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,30,13.94,418.2
2297,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,14,14.43,202.02
2297,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,48,14.34,688.32
2297,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,115.06,230.12
2297,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,47,17.24,810.28
2297,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,247.26,247.26
2297,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,29,33.85,981.65
2298,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,25,19.25,481.25
2298,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,40,41.33,1653.2
2298,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,5,114.51,572.55
2299,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,26,39.32,1022.32
2299,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,24,11.99,287.76
2300,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,33,14.47,477.51
2300,11,LA RIBERA,LA RIBERA,BOLITA,420GR,62,20.18,1251.16
2300,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,108.93,435.72
2300,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,257.39,514.78
2300,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,49,18.88,925.12
2300,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,35,25.85,904.75
2301,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,18,35.3,635.4
2301,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,20,17.0,340.0
2302,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,53,16.23,860.19
2302,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,98,18.65,1827.7
2303,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,5,129.36,646.8
2303,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,22,13.52,297.44
2303,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,120.64,482.56
2303,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,70,19.17,1341.9
2303,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,4,247.58,990.32
2303,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,39,17.79,693.81
2304,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,6,114.87,689.22
2304,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,24,11.54,276.96
2305,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,29,14.99,434.71
2305,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,42,25.83,1084.86
2305,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,5,83.58,417.9
2305,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,5,105.78,528.9
2305,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,35,36.57,1279.95
2305,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,253.32,253.32
2306,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,38,14.72,559.36
2306,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,5,107.73,538.65
2306,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,30,11.83,354.9
2307,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,21,25.13,527.73
2307,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,2,134.68,269.36
2307,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,12,14.66,175.92
2307,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,259.09,518.18
2307,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,30,21.91,657.3
2307,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,106.72,213.44
2308,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,11,38.28,421.08
2309,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,16,11.78,188.48
2309,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,29,22.3,646.7
2309,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,1,111.04,111.04
2309,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,246.23,246.23
2309,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,22,15.41,339.02
2309,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,28,21.99,615.72
2310,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,14,34.6,484.4
2310,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,25,11.71,292.75
2311,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,47,18.32,861.04
2311,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,8,128.38,1027.04
2311,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,21,13.92,292.32
2311,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,259.46,518.92
2311,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,7,81.16,568.12
2311,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,50,26.23,1311.5
2312,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,18,14.56,262.08
2312,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,111.52,223.04
2312,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,116.0,464.0
2312,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,21,20.92,439.32
2312,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,245.63,491.26
2312,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,23,17.51,402.73
2313,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,99,18.33,1814.67
2313,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,65,15.41,1001.65
2313,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,110.96,443.84
2314,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,81,24.39,1975.59
2314,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,81,25.79,2088.99
2315,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,5,110.03,550.15
2315,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,5,116.78,583.9
2315,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,2,103.48,206.96
2315,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,68,20.38,1385.84
2316,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,58,25.25,1464.5
2317,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,46,16.21,745.66
2318,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,71,24.5,1739.5
2319,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,28,33.34,933.52
2319,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,18,18.72,336.96
2320,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,51,19.78,1008.78
2321,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,35,12.45,435.75
2321,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,22,19.93,438.46
2321,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,120.64,361.92
2321,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,8,16.18,129.44
2321,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,110.47,441.88
2322,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,39,19.52,761.28
2322,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,135.01,405.03
2322,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,24,14.21,341.04
2322,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,242.72,485.44
2323,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,80,15.03,1202.4
2323,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,122.42,612.1
2323,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,95,17.2,1634.0
2323,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,47,17.04,800.88
2324,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,26,36.16,940.16
2325,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,123.77,618.85
2325,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,18,13.36,240.48
2325,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,31,19.38,600.78
2325,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,245.0,490.0
2326,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,58,15.84,918.72
2327,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,1,128.34,128.34
2327,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,96,19.93,1913.28
2328,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,7,119.13,833.91
2328,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,109,18.84,2053.56
2328,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,70,17.68,1237.6
2328,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,49,38.63,1892.87
2328,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,4,261.03,1044.12
2328,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,4,126.41,505.64
2329,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,65,22.4,1456.0
2329,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,125.91,629.55
2329,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,39,13.69,533.91
2329,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,5,244.29,1221.45
2330,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,27,12.29,331.83
2330,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,30,17.29,518.7
2330,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,72,25.04,1802.88
2330,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,128.68,257.36
2330,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,4,254.32,1017.28
2330,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,30,36.74,1102.2
2331,11,LA RIBERA,LA RIBERA,BOLITA,420GR,19,19.93,378.67
2331,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,245.17,490.34
2331,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,15,36.32,544.8
2332,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,104.88,314.64
2332,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,5,106.19,530.95
2332,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,44,25.3,1113.2
2333,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,35,19.15,670.25
2333,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,1,119.23,119.23
2333,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,16,41.91,670.56
2333,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,238.37,238.37
2333,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,9,11.63,104.67
2334,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,3,114.48,343.44
2334,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,12,21.57,258.84
2334,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,3,138.07,414.21
2334,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,19,18.16,345.04
2335,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,71,18.74,1330.54
2335,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,128.25,384.75
2335,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,5,17.98,89.9
2335,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,36,23.88,859.68
2336,11,LA RIBERA,LA RIBERA,BOLITA,420GR,64,20.93,1339.52
2336,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,119.01,238.02
2337,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,105.08,420.32
2337,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,15,18.3,274.5
2337,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,124.25,372.75
2337,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,21,15.34,322.14
2337,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,246.3,246.3
2338,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,79,21.61,1707.19
2338,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,35,18.4,644.0
2338,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,113.71,227.42
2339,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,71,20.91,1484.61
2339,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,111.81,447.24
2340,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,50,18.54,927.0
2340,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,7,81.13,567.91
2340,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,25,17.94,448.5
2340,11,LA RIBERA,LA RIBERA,BOLITA,420GR,68,20.78,1413.04
2340,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,247.01,247.01
2340,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,2,83.81,167.62
2341,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,110.45,220.9
2341,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,37,19.56,723.72
2341,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,15,18.62,279.3
2342,11,LA RIBERA,LA RIBERA,BOLITA,420GR,105,19.28,2024.4
2343,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,13,13.56,176.28
2343,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,3,133.83,401.49
2343,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,22,19.92,438.24
2343,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,251.81,251.81
2343,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,116.69,233.38
2343,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,16,39.71,635.36
2344,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,19,19.87,377.53
2344,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,104.7,314.1
2344,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,31,21.37,662.47
2344,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,7,41.83,292.81
2344,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,28,19.02,532.56
2344,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,256.14,256.14
2345,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,102.04,306.12
2345,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,33,35.33,1165.89
2346,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,6,87.09,522.54
2346,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,16,41.06,656.96
2346,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,67,16.86,1129.62
2346,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,5,238.82,1194.1
2346,11,LA RIBERA,LA RIBERA,BOLITA,420GR,28,19.42,543.76
2346,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,3,81.89,245.67
2347,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,37,16.93,626.41
2347,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,4,85.47,341.88
2347,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,25,38.52,963.0
2347,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,239.0,239.0
2347,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,125.21,375.63
2347,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,2,134.04,268.08
2348,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,28,14.01,392.28
2348,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,54,23.76,1283.04
2348,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,124.83,249.66
2348,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,239.29,478.58
2348,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,10,35.41,354.1
2348,11,LA RIBERA,LA RIBERA,BOLITA,420GR,35,19.59,685.65
2349,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,35,20.19,706.65
2349,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,118.7,237.4
2349,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,12,14.65,175.8
2349,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,4,260.84,1043.36
2350,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,57,22.21,1265.97
2351,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,35,13.86,485.1
2352,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,42,18.05,758.1
2353,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,111.17,222.34
2353,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,49,14.47,709.03
2353,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,35,25.08,877.8
2353,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,1,106.98,106.98
2354,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,131.29,393.87
2354,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,42,17.89,751.38
2354,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,10,33.44,334.4
2355,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,40,18.34,733.6
2355,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,130.52,652.6
2356,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,16,34.41,550.56
2356,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,11,20.67,227.37
2357,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,42,20.99,881.58
2357,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,129.06,387.18
2357,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,31,40.94,1269.14
2357,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,6,243.96,1463.76
2357,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,8,130.79,1046.32
2357,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,5,84.97,424.85
2358,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,40,12.37,494.8
2358,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,80,25.07,2005.6
2358,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,6,129.8,778.8
2358,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,241.71,241.71
2358,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,5,116.31,581.55
2359,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,26,18.58,483.08
2359,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,109.99,439.96
2359,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,14,38.35,536.9
