venta_id,producto_id,producto_nombre,producto_marca,producto_categoria,producto_peso,cantidad,precio_unitario,subtotal
1852,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,92,24.35,2240.2
1852,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,95,18.93,1798.35
1852,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,111.47,445.88
1852,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,5,118.66,593.3
1853,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,8,120.75,966.0
1853,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,49,20.36,997.64
1853,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,44,40.1,1764.4
1854,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,8,126.63,1013.04
1854,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,102,20.89,2130.78
1855,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,121.18,242.36
1855,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,29,13.91,403.39
1855,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,70,40.25,2817.5
1855,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,8,122.84,982.72
1855,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,67,21.81,1461.27
1856,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,39,35.23,1373.97
1856,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,7,126.52,885.64
1856,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,246.47,492.94
1856,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,49,13.85,678.65
1856,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,61,18.57,1132.77
1857,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,71,19.45,1380.95
1857,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,5,121.98,609.9
1857,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,43,39.89,1715.27
1857,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,6,110.76,664.56
1857,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,54,25.73,1389.42
1858,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,6,103.34,620.04
1858,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,6,121.34,728.04
1858,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,121.39,606.95
1858,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,49,34.06,1668.94
1859,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,35,12.33,431.55
1859,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,33,19.28,636.24
1859,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,81,20.43,1654.83
1860,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,30,18.98,569.4
1860,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,49,18.22,892.78
1860,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,57,21.89,1247.73
1861,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,32,40.03,1280.96
1861,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,60,22.1,1326.0
1861,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,107.4,429.6
1861,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,34,19.41,659.94
1862,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,92,20.51,1886.92
1862,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,6,111.2,667.2
1862,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,2,107.1,214.2
1863,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,82,19.33,1585.06
1863,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,31,12.28,380.68
1863,11,LA RIBERA,LA RIBERA,BOLITA,420GR,30,19.47,584.1
1863,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,4,119.52,478.08
1864,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,116.6,466.4
1864,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,95,19.99,1899.05
1865,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,91,20.04,1823.64
1865,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,40,21.53,861.2
1866,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,53,19.03,1008.59
1866,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,128.42,642.1
1867,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,36,19.0,684.0
1867,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,49,14.32,701.68
1867,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,49,12.29,602.21
1868,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,55,19.34,1063.7
1868,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,41,11.7,479.7
1868,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,86,22.08,1898.88
1868,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,84,24.95,2095.8
1869,11,LA RIBERA,LA RIBERA,BOLITA,420GR,62,20.36,1262.32
1869,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,30,34.28,1028.4
1870,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,95,25.53,2425.35
1870,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,116.39,465.56
1870,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,85,20.93,1779.05
1871,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,100,24.86,2486.0
1871,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,118.72,356.16
1871,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,4,131.79,527.16
1872,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,6,112.62,675.72
1872,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,63,21.51,1355.13
1873,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,35,21.64,757.4
1873,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,4,125.33,501.32
1873,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,5,131.02,655.1
1874,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,6,127.35,764.1
1874,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,40,21.98,879.2
1875,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,92,24.34,2239.28
1875,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,47,35.23,1655.81
1875,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,102.61,410.44
1876,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,31,18.66,578.46
1876,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,96,19.53,1874.88
1876,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,51,25.0,1275.0
1876,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,120.24,240.48
1876,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,52,19.41,1009.32
1877,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,90,19.88,1789.2
1877,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,4,126.89,507.56
1877,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,38,13.64,518.32
1877,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,128.15,384.45
1877,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,5,105.1,525.5
1878,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,44,18.75,825.0
1878,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,50,11.9,595.0
1878,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,5,107.87,539.35
1878,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,71,18.14,1287.94
1879,11,LA RIBERA,LA RIBERA,BOLITA,420GR,74,19.79,1464.46
1879,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,22,13.97,307.34
1880,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,117,20.51,2399.67
1880,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,61,13.59,828.99
1880,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,7,109.98,769.86
1880,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,61,18.72,1141.92
1881,11,LA RIBERA,LA RIBERA,BOLITA,420GR,113,20.12,2273.56
1881,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,110,22.0,2420.0
1882,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,127,25.53,3242.31
1882,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,70,11.99,839.3
1882,11,LA RIBERA,LA RIBERA,BOLITA,420GR,46,20.06,922.76
1883,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,4,116.59,466.36
1883,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,62,35.98,2230.76
1883,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,51,21.79,1111.29
1883,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,127.24,636.2
1883,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,54,18.51,999.54
1884,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,44,21.66,953.04
1884,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,50,19.24,962.0
1884,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,7,124.48,871.36
1884,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,62,40.66,2520.92
1885,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,122.99,245.98
1885,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,79,18.49,1460.71
1885,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,250.61,250.61
1885,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,126.46,252.92
1886,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,61,11.85,722.85
1886,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,64,25.17,1610.88
1887,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,103,21.46,2210.38
1887,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,112.19,224.38
1887,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,86,20.11,1729.46
1887,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,106,18.52,1963.12
1888,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,70,19.34,1353.8
1888,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,43,12.36,531.48
1889,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,7,107.54,752.78
1889,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,102.15,408.6
1889,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,28,41.1,1150.8
1889,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,51,11.94,608.94
1890,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,89,18.59,1654.51
1890,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,86,21.79,1873.94
1891,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,7,107.31,751.17
1891,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,2,126.36,252.72
1891,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,51,12.05,614.55
1891,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,8,122.35,978.8
1891,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,5,112.63,563.15
1892,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,35,19.49,682.15
1892,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,49,21.47,1052.03
1893,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,21,11.85,248.85
1893,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,1,108.11,108.11
1893,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,37,18.81,695.97
1893,11,LA RIBERA,LA RIBERA,BOLITA,420GR,57,19.41,1106.37
1893,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,118.71,237.42
1894,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,15,34.98,524.7
1894,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,40,18.54,741.6
1894,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,119.48,238.96
1894,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,102.15,306.45
1894,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,1,133.74,133.74
1895,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,58,19.14,1110.12
1895,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,21,12.3,258.3
1896,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,26,18.5,481.0
1896,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,65,20.29,1318.85
1896,11,LA RIBERA,LA RIBERA,BOLITA,420GR,59,19.69,1161.71
1896,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,107.23,321.69
1896,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,32,21.86,699.52
1897,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,34,12.21,415.14
1897,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,28,19.03,532.84
1898,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,117.76,353.28
1898,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,2,107.27,214.54
1898,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,57,24.3,1385.1
1898,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,20,35.95,719.0
1899,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,113.57,227.14
1899,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,62,19.52,1210.24
1899,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,105.54,316.62
1899,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,245.74,491.48
1900,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,35,13.69,479.15
1900,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,67,25.2,1688.4
1900,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,15,41.07,616.05
1901,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,60,22.07,1324.2
1901,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,93,19.14,1780.02
1901,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,43,18.32,787.76
1901,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,80,24.39,1951.2
1901,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,92,19.57,1800.44
1902,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,86,20.55,1767.3
1902,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,6,113.85,683.1
1903,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,129.62,388.86
1903,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,113.95,227.9
1904,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,38,20.04,761.52
1904,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,19,14.17,269.23
1904,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,4,132.89,531.56
1904,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,43,25.7,1105.1
1904,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,35,40.74,1425.9
1905,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,95,20.24,1922.8
1905,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,53,21.16,1121.48
1905,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,42,34.95,1467.9
1906,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,31,13.61,421.91
1906,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,125.48,627.4
1906,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,38,21.31,809.78
1906,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,6,130.1,780.6
1906,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,97,24.79,2404.63
1907,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,6,124.17,745.02
1907,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,6,128.17,769.02
1907,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,36,13.73,494.28
1908,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,32,21.59,690.88
1908,11,LA RIBERA,LA RIBERA,BOLITA,420GR,52,20.2,1050.4
1909,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,45,18.62,837.9
1909,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,22,12.34,271.48
1909,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,4,121.88,487.52
1909,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,46,25.56,1175.76
1910,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,47,25.11,1180.17
1910,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,103.01,412.04
1910,11,LA RIBERA,LA RIBERA,BOLITA,420GR,51,20.1,1025.1
1911,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,55,18.98,1043.9
1911,11,LA RIBERA,LA RIBERA,BOLITA,420GR,59,19.49,1149.91
1912,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,47,18.67,877.49
1912,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,34,24.89,846.26
1912,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,40,18.14,725.6
1912,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,5,117.39,586.95
1912,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,44,18.92,832.48
1913,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,4,127.1,508.4
1913,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,104.58,418.32
1913,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,97,19.15,1857.55
1914,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,46,19.56,899.76
1914,11,LA RIBERA,LA RIBERA,BOLITA,420GR,94,20.1,1889.4
1915,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,5,116.81,584.05
1915,11,LA RIBERA,LA RIBERA,BOLITA,420GR,55,20.44,1124.2
1915,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,32,34.34,1098.88
1916,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,91,22.03,2004.73
1916,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,20,12.08,241.6
1917,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,49,41.14,2015.86
1917,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,4,131.74,526.96
1917,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,81,18.16,1470.96
1917,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,31,20.36,631.16
1918,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,94,18.93,1779.42
1918,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,93,21.32,1982.76
1918,11,LA RIBERA,LA RIBERA,BOLITA,420GR,37,20.32,751.84
1918,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,118.7,356.1
1919,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,127.15,381.45
1919,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,80,25.63,2050.4
1919,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,4,126.25,505.0
1920,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,53,21.87,1159.11
1920,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,7,117.74,824.18
1920,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,30,13.97,419.1
1920,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,112,20.59,2306.08
1920,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,47,25.18,1183.46
1921,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,95,21.3,2023.5
1921,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,78,24.47,1908.66
1922,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,99,19.38,1918.62
1922,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,88,21.92,1928.96
1922,11,LA RIBERA,LA RIBERA,BOLITA,420GR,62,20.48,1269.76
1922,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,8,124.49,995.92
1923,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,43,39.0,1677.0
1923,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,47,34.57,1624.79
1923,11,LA RIBERA,LA RIBERA,BOLITA,420GR,134,19.63,2630.42
1923,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,7,105.37,737.59
1924,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,112,19.07,2135.84
1924,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,4,125.7,502.8
1924,11,LA RIBERA,LA RIBERA,BOLITA,420GR,88,20.45,1799.6
1924,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,113.51,454.04
1924,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,50,20.9,1045.0
1925,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,92,20.02,1841.84
1925,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,8,108.97,871.76
1926,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,44,22.14,974.16
1926,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,118,18.58,2192.44
1927,11,LA RIBERA,LA RIBERA,BOLITA,420GR,70,20.05,1403.5
1927,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,99,21.72,2150.28
1928,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,47,19.26,905.22
1928,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,64,34.44,2204.16
1929,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,5,107.67,538.35
1929,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,4,123.26,493.04
1929,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,7,123.4,863.8
1929,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,58,35.37,2051.46
1930,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,95,25.58,2430.1
1930,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,26,35.09,912.34
1930,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,35,11.74,410.9
1930,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,46,13.88,638.48
1931,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,2,107.06,214.12
1931,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,37,18.88,698.56
1931,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,15,35.5,532.5
1931,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,4,120.9,483.6
1931,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,89,18.87,1679.43
1932,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,18,39.61,712.98
1932,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,85,19.27,1637.95
1932,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,39,35.3,1376.7
1932,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,19,12.19,231.61
1933,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,38,21.16,804.08
1933,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,59,20.09,1185.31
1933,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,103.13,412.52
1933,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,130.46,391.38
1934,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,66,19.87,1311.42
1934,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,105.59,316.77
1934,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,3,107.59,322.77
1935,11,LA RIBERA,LA RIBERA,BOLITA,420GR,98,20.52,2010.96
1935,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,83,18.61,1544.63
1935,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,96,25.69,2466.24
1936,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,18,40.69,732.42
1936,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,123.55,247.1
1937,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,67,18.81,1260.27
1937,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,249.45,249.45
1937,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,25,13.92,348.0
1937,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,96,18.68,1793.28
1937,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,5,127.29,636.45
1938,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,3,110.56,331.68
1938,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,54,19.05,1028.7
1938,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,31,14.33,444.23
1938,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,49,36.02,1764.98
1939,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,5,114.04,570.2
1939,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,50,40.04,2002.0
1940,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,4,117.33,469.32
1940,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,79,20.22,1597.38
1940,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,35,39.07,1367.45
1940,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,49,18.96,929.04
1940,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,5,107.6,538.0
1941,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,91,25.72,2340.52
1941,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,62,20.12,1247.44
1941,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,49,39.34,1927.66
1941,11,LA RIBERA,LA RIBERA,BOLITA,420GR,67,19.52,1307.84
1942,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,77,19.65,1513.05
1942,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,2,102.06,204.12
1942,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,113.07,226.14
1942,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,90,21.62,1945.8
1942,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,118.6,355.8
