cliente_id,producto_id,cantidad_total,valor_total,frecuencia_compra,tipo_negocio,ciudad,categoria,marca,cantidad_norm,valor_norm,frecuencia_norm,rating
33,14,39,4047.2400000000002,9,FRIAL,El ALTO,BARRA,SANTA ROSA,-0.9594199928086261,-0.8824206259427182,-0.8495120719387784,1.37826356599772
33,15,676,12882.98,16,FRIAL,El ALTO,BOLITA,QUE QUESITOS,0.9503359978152636,0.5448670201438776,0.21862443027836206,2.4550098364863584
33,16,55,6834.87,13,FRIAL,El ALTO,BARRA,CORRALITO,-0.9114512395119507,-0.43211879939956765,-0.23914835638612672,1.6017431348627764
33,17,99,24665.36,40,FRIAL,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.7795371679460934,2.4481422880329036,3.880806723594272,3.0125578207337362
33,18,3,354.53,2,FRIAL,El ALTO,BARRA LAMINADA,CRISTY,-1.067349687726146,-1.4789252043459342,-1.9176485741559188,1.0337752089532717
33,19,1024,19493.68,24,FRIAL,El ALTO,BOLITA,CHIQUITANO,1.9936563820179536,1.612731221895475,1.4393518613836656,3.2120060351297544
33,20,4,464.90999999999997,3,FRIAL,El ALTO,BARRA LAMINADA,CRISTY,-1.0643516406451037,-1.4610948912793391,-1.765057645267756,1.0607901129227986
33,21,606,9038.75,16,FRIAL,El ALTO,BOLITA,HOLANDESA,0.7404727021423086,-0.07611345095593679,0.21862443027836206,2.223911394189635
33,22,550,9850.7,28,FRIAL,El ALTO,LAMINADO,CRISTY,0.5725820656039448,0.055045479053322466,2.0497155769363173,2.468352676423814
33,23,66,5632.53,17,FRIAL,El ALTO,BARRA,LA RIBERA,-0.8784727216204864,-0.6263396601758872,0.371215359166525,1.6417797807481662
33,24,630,10368.8,15,FRIAL,El ALTO,BOLITA,CHIQUITANO,0.8124258320873218,0.13873713696057904,0.06603350139019915,2.282464074489975
33,25,65,9170.78,16,FRIAL,El ALTO,BARRA,SAN JAVIER,-0.8814707687015286,-0.054785889493873155,0.21862443027836206,1.7787015266229855
34,1,513,11069.94,11,TIENDA,El ALTO,BOLITA,SAN JAVIER,0.46165432360538283,0.2519962935425017,-0.5443302141624525,2.1315141708916077
34,2,567,14070.73,10,TIENDA,El ALTO,BOLITA,HOLANDESA,0.6235488659816624,0.736731074726669,-0.6969211430506155,2.2901520179838855
34,3,28,3365.9300000000003,7,TIENDA,El ALTO,BARRA,HOLANDESA,-0.9923985107000904,-0.9924765291444033,-1.1546939297151042,1.2960356422696844
34,4,42,5348.8099999999995,9,TIENDA,El ALTO,BARRA,HOLANDESA,-0.9504258515654995,-0.6721705754074002,-0.8495120719387784,1.4392461396522198
34,5,568,11420.58,12,TIENDA,El ALTO,BOLITA,CRISTY,0.6265469130627045,0.30863717933404866,-0.39173928527428964,2.214355021104966
34,6,39,4514.22,12,TIENDA,El ALTO,BARRA,CRISTY,-0.9594199928086261,-0.8069866741775554,-0.39173928527428964,1.462909994753376
34,7,250,2990.73,12,TIENDA,El ALTO,LAMINADO,CRISTY,-0.32683205870871923,-1.053084732284343,-0.39173928527428964,1.5704118042119661
34,8,196,6966.36,6,TIENDA,El ALTO,LAMINADO,CRISTY,-0.4887266010849987,-0.4108784672277375,-1.3072848586032673,1.5766809888801228
34,9,223,3132.69,11,TIENDA,El ALTO,LAMINADO,CRISTY,-0.40777932989685894,-1.030153121096321,-0.5443302141624525,1.5330532864213828
34,10,286,11433.27,13,TIENDA,El ALTO,LAMINADO,CRISTY,-0.21890236379119954,0.3106870676545334,-0.23914835638612672,2.0009857584030963
34,11,476,9377.61,13,TIENDA,El ALTO,BOLITA,LA RIBERA,0.35072658160682096,-0.02137545597725876,-0.23914835638612672,2.0670646437577203
34,12,495,9023.699999999999,11,TIENDA,El ALTO,BOLITA,CHIQUITANO,0.407689476146623,-0.07854456358188604,-0.5443302141624525,2.024564256916178
34,13,42,4615.66,11,TIENDA,El ALTO,BARRA,LA MARAVILLA,-0.9504258515654995,-0.7906004904714907,-0.5443302141624525,1.448747994751506
34,14,35,3677.17,9,TIENDA,El ALTO,BARRA,SANTA ROSA,-0.971412181132795,-0.9422001508254406,-0.8495120719387784,1.3583003288809443
34,15,220,4188.38,5,TIENDA,El ALTO,BOLITA,QUE QUESITOS,-0.4167734711399856,-0.8596214740472727,-1.45987578749143,1.4506557109714722
34,16,15,1903.3400000000001,4,TIENDA,El ALTO,BARRA,CORRALITO,-1.0313731227536393,-1.2287370617415365,-1.612466716379593,1.1558146924169725
34,17,32,7881.42,12,TIENDA,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.9804063223759216,-0.26306358885558073,-0.39173928527428964,1.608364380412455
34,18,2,242.08,2,TIENDA,El ALTO,BARRA LAMINADA,CRISTY,-1.0703477348071881,-1.4970898963584243,-1.9176485741559188,1.027888812214395
34,19,323,5973.64,6,TIENDA,El ALTO,BOLITA,CHIQUITANO,-0.10797462179263766,-0.5712382098212367,-1.3072848586032673,1.637982890190923
34,20,2,236.73000000000002,2,TIENDA,El ALTO,BARRA LAMINADA,CRISTY,-1.0703477348071881,-1.4979541124746254,-1.9176485741559188,1.0276484312832874
34,21,309,4567.96,10,TIENDA,El ALTO,BOLITA,HOLANDESA,-0.14994728092722864,-0.7983057444421068,-0.6969211430506155,1.6480356613511087
34,22,276,4963.65,13,TIENDA,El ALTO,LAMINADO,CRISTY,-0.24888283460162167,-0.734387674344978,-0.23914835638612672,1.7019601232606765
34,23,42,3564.13,13,TIENDA,El ALTO,BARRA,LA RIBERA,-0.9504258515654995,-0.9604601489142967,-0.23914835638612672,1.4439447132440542
34,24,414,6856.63,13,TIENDA,El ALTO,BOLITA,CHIQUITANO,0.16484766258220374,-0.42860378207460736,-0.23914835638612672,1.902092399944674
34,25,39,5460.05,11,TIENDA,El ALTO,BARRA,SAN JAVIER,-0.9594199928086261,-0.6542013416193221,-0.5443302141624525,1.4841855823904158
35,1,558,11822.64,14,FRIAL,El ALTO,BOLITA,SAN JAVIER,0.5965664422522824,0.3735842319844861,-0.08655742749796379,2.2665239730833795
35,2,873,22137.12,20,FRIAL,El ALTO,BOLITA,HOLANDESA,1.5409512727805794,2.039741212589084,0.8289881458310138,3.119972903417838
35,3,42,5052.62,13,FRIAL,El ALTO,BARRA,HOLANDESA,-0.9504258515654995,-0.7200158411004138,-0.23914835638612672,1.5108240800000177
35,4,51,6529.51,13,FRIAL,El ALTO,BARRA,HOLANDESA,-0.9234434278361195,-0.48144534766932234,-0.23914835638612672,1.5846873837370241
35,5,412,8277.32,10,FRIAL,El ALTO,BOLITA,CRISTY,0.1588515684201193,-0.1991115962566945,-0.6969211430506155,1.9005930924084717
35,6,23,2602.0099999999998,8,FRIAL,El ALTO,BARRA,CRISTY,-1.0073887461053015,-1.1158768983945706,-1.0021030008269414,1.2787639351799545
35,7,444,5273.89,19,FRIAL,El ALTO,LAMINADO,CRISTY,0.25478907501347015,-0.6842728317486695,0.6763972169428508,1.9833244941250538
35,8,298,10409.37,15,FRIAL,El ALTO,LAMINADO,CRISTY,-0.18292579881869298,0.14529064122866925,0.06603350139019915,2.0074307698537277
35,9,395,5568.7,15,FRIAL,El ALTO,LAMINADO,CRISTY,0.10788476804240169,-0.636650485352919,0.06603350139019915,1.87082324885542
35,10,448,17941.13,18,FRIAL,El ALTO,LAMINADO,CRISTY,0.26678126333763896,1.3619389356883498,0.5238062880546879,2.5345905485086533
35,11,768,15399.2,14,FRIAL,El ALTO,BOLITA,LA RIBERA,1.226156329271147,0.9513264362013911,-0.08655742749796379,2.6023423023261865
35,12,1038,19003.88,21,FRIAL,El ALTO,BOLITA,CHIQUITANO,2.0356290411525446,1.5336110249393384,0.9815790747191767,3.1380089377855445
35,13,90,9933.08,19,FRIAL,El ALTO,BARRA,LA MARAVILLA,-0.8065195916754733,0.06835279188559375,0.6763972169428508,1.8974645848782905
35,14,56,5767.28,12,FRIAL,El ALTO,BARRA,SANTA ROSA,-0.9084531924309085,-0.6045727215482036,-0.39173928527428964,1.5333876220398537
35,15,764,14547.82,15,FRIAL,El ALTO,BOLITA,QUE QUESITOS,1.2141641409469783,0.8137981526478679,0.06603350139019915,2.5819748327346366
35,16,29,3637.2200000000003,8,FRIAL,El ALTO,BARRA,CORRALITO,-0.9894004636190483,-0.9486535029454848,-1.0021030008269414,1.3302803958886562
35,17,61,15355.51,25,FRIAL,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8934629570256974,0.9442689404786193,1.5919427902718284,2.2442457375672706
35,18,3,350.34,1,FRIAL,El ALTO,BARRA LAMINADA,CRISTY,-1.067349687726146,-1.4796020390238562,-2.070239503044082,1.012365433567718
35,19,493,9230.05,11,FRIAL,El ALTO,BOLITA,CHIQUITANO,0.4016933819845386,-0.0452116672121457,-0.5443302141624525,2.0321679637263066
35,20,5,607.5,2,FRIAL,El ALTO,BARRA LAMINADA,CRISTY,-1.0613535935640614,-1.4380615125860448,-1.9176485741559188,1.0468092160265747
35,21,654,9647.17,12,FRIAL,El ALTO,BOLITA,HOLANDESA,0.8843789620323349,0.02216811342146755,-0.39173928527428964,2.2063896607421545
35,22,418,7432.34,19,FRIAL,El ALTO,LAMINADO,CRISTY,0.17683985090637258,-0.3356060511852292,0.6763972169428508,2.0586243376112074
35,23,58,4945.0,13,FRIAL,El ALTO,BARRA,LA RIBERA,-0.9024570982688241,-0.7374003155724829,-0.23914835638612672,1.5193310694940703
35,24,453,7521.34,11,FRIAL,El ALTO,BOLITA,CHIQUITANO,0.28177149874285,-0.3212293718689855,-0.5443302141624525,1.9220377254477286
35,25,57,7853.93,14,FRIAL,El ALTO,BARRA,SAN JAVIER,-0.9054551453498663,-0.26750420587135076,-0.08655742749796379,1.6704198577722702
36,1,966,20866.63,19,PIZZERIA,El ALTO,BOLITA,SAN JAVIER,1.8197696513175052,1.8345116923138658,0.6763972169428508,3.1192200633561176
36,2,888,22213.91,23,PIZZERIA,El ALTO,BOLITA,HOLANDESA,1.5859219789962127,2.052145540731717,1.2867609324955025,3.199596260629599
36,3,39,4736.82,13,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9594199928086261,-0.7710288223146808,-0.23914835638612672,1.494133153160092
36,4,46,6016.6900000000005,12,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9384336632413307,-0.5642840969609637,-0.39173928527428964,1.5362548256899826
36,5,578,11421.57,12,PIZZERIA,El ALTO,BOLITA,CRISTY,0.6565273838731267,0.3087970996994765,-0.39173928527428964,2.2227385436509777
36,6,34,3992.59,8,PIZZERIA,El ALTO,BARRA,CRISTY,-0.9744102282138373,-0.8912485531857823,-1.0021030008269414,1.3504170511666755
36,7,361,4287.92,15,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.005951167286966441,-0.8435422082142515,0.06603350139019915,1.7849237643989933
36,8,444,15573.35,22,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.25478907501347015,0.979457882301659,1.1341700036073397,2.509754230824112
36,9,492,6861.3,23,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.39869533490349635,-0.42784941024981116,1.2867609324955025,2.179561890665618
36,10,424,16888.76,20,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.19482813339262586,1.1919435872385138,0.8289881458310138,2.5097358269300596
36,11,403,7999.24,13,PIZZERIA,El ALTO,BOLITA,LA RIBERA,0.13186914469073938,-0.2440314500124366,-0.23914835638612672,1.9442580822518876
36,12,729,13387.61,13,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.1092324931105009,0.6263827918669794,-0.23914835638612672,2.458215747827923
36,13,73,8055.56,18,PIZZERIA,El ALTO,BARRA,LA MARAVILLA,-0.8574863920531909,-0.23493375811253936,0.5238062880546879,1.777707821432776
36,14,50,5251.46,13,PIZZERIA,El ALTO,BARRA,SANTA ROSA,-0.9264414749171618,-0.6878960780078083,-0.23914835638612672,1.5264293957272952
36,15,369,7157.59,8,PIZZERIA,El ALTO,BOLITA,QUE QUESITOS,0.029935543935304145,-0.37998799098453206,-1.0021030008269414,1.7719815823226452
36,16,87,10958.27,24,PIZZERIA,El ALTO,BARRA,CORRALITO,-0.8155137329186,0.23395759939368224,1.4393518613836656,2.047133272218344
36,17,61,15211.68,29,PIZZERIA,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8934629570256974,0.9210352574892335,2.20230650582448,2.3226693673848926
36,18,2,249.89,2,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.0703477348071881,-1.4958283023644932,-1.9176485741559188,1.028239723442797
36,19,1104,21042.28,21,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,2.2335001485013306,1.862885441998115,0.9815790747191767,3.2846339886389315
36,20,2,237.44,1,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.0703477348071881,-1.4978394221115405,-2.070239503044082,1.006458817872019
36,21,457,6845.46,9,PIZZERIA,El ALTO,BOLITA,HOLANDESA,0.2937636870670189,-0.43040813609665723,-0.8495120719387784,1.852562338393518
36,22,331,5922.19,13,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.08399024514429995,-0.5795492227518069,-0.23914835638612672,1.7908930231579525
36,23,46,3865.19,11,PIZZERIA,El ALTO,BARRA,LA RIBERA,-0.9384336632413307,-0.9118282042519559,-0.5443302141624525,1.4183642321405525
36,24,842,13916.5,14,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.4480118132682709,0.7118174202216774,-0.08655742749796379,2.597431988371424
36,25,55,7681.56,17,PIZZERIA,El ALTO,BARRA,SAN JAVIER,-0.9114512395119507,-0.29534811838529373,0.371215359166525,1.7246718338169842
37,1,967,20381.43,19,PUESTO DE MERCADO,El ALTO,BOLITA,SAN JAVIER,1.8227676983985475,1.7561345596819393,0.6763972169428508,3.098253438884438
37,2,477,11719.9,7,PUESTO DE MERCADO,El ALTO,BOLITA,HOLANDESA,0.35372462868786314,0.35698805183897064,-1.1546939297151042,2.04581092874946
37,3,51,6108.41,14,PUESTO DE MERCADO,El ALTO,BARRA,HOLANDESA,-0.9234434278361195,-0.5494680404791001,-0.08655742749796379,1.5869884476850515
37,4,31,4000.4700000000003,10,PUESTO DE MERCADO,El ALTO,BARRA,HOLANDESA,-0.9834043694569639,-0.8899756516912655,-0.6969211430506155,1.3907124241779023
37,5,679,13499.53,14,PUESTO DE MERCADO,El ALTO,BOLITA,CRISTY,0.9593301390583902,0.6444618699464625,-0.08655742749796379,2.4427707372716814
37,6,35,3997.05,10,PUESTO DE MERCADO,El ALTO,BARRA,CRISTY,-0.971412181132795,-0.8905281038627436,-0.6969211430506155,1.3938943764424552
37,7,362,4340.15,18,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,0.008949214368008654,-0.835105197420011,0.5238062880546879,1.8517689587010127
37,8,249,8759.66,10,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,-0.3298301057897614,-0.12119645579155987,-0.6969211430506155,1.7863387525525438
37,9,203,2832.47,10,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,-0.4677402715177032,-1.0786493757516322,-0.6969211430506155,1.4816645009359175
37,10,376,15132.94,17,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,0.050921873502599635,0.9083159346874243,0.371215359166525,2.3271531125583804
37,11,660,13124.76,14,PUESTO DE MERCADO,El ALTO,BOLITA,LA RIBERA,0.9023672445185882,0.5839231271672641,-0.08655742749796379,2.4100877631221476
37,12,496,9084.87,10,PUESTO DE MERCADO,El ALTO,BOLITA,CHIQUITANO,0.4106875232276652,-0.06866342342711465,-0.6969211430506155,2.006925076765602
37,13,47,5185.38,10,PUESTO DE MERCADO,El ALTO,BARRA,LA MARAVILLA,-0.9354356161602885,-0.6985703585608126,-0.6969211430506155,1.4572940986971048
37,14,20,2045.87,6,PUESTO DE MERCADO,El ALTO,BARRA,SANTA ROSA,-1.0163828873484282,-1.2057133751916016,-1.3072848586032673,1.208831259292337
37,15,325,6091.2699999999995,9,PUESTO DE MERCADO,El ALTO,BOLITA,QUE QUESITOS,-0.10197852763055323,-0.552236762765397,-0.8495120719387784,1.7086004769685268
37,16,44,5588.18,12,PUESTO DE MERCADO,El ALTO,BARRA,CORRALITO,-0.9444297574034151,-0.6335037694756108,-0.39173928527428964,1.5153336282154393
37,17,64,15921.61,24,PUESTO DE MERCADO,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8844688157825709,1.0357143130732884,1.4393518613836656,2.2509613830697885
37,19,193,3620.44,6,PUESTO DE MERCADO,El ALTO,BOLITA,CHIQUITANO,-0.49772074232812535,-0.951364072371626,-1.3072848586032673,1.423843694382652
37,21,974,14630.2,19,PUESTO DE MERCADO,El ALTO,BOLITA,HOLANDESA,1.843754027965843,0.8271054654801395,0.6763972169428508,2.845682165152735
37,22,513,9261.21,21,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,0.46165432360538283,-0.04017821409423389,0.9815790747191767,2.262461240161029
37,23,36,3106.34,8,PUESTO DE MERCADO,El ALTO,BARRA,LA RIBERA,-0.9684141340517528,-1.034409587388265,-1.0021030008269414,1.3122647471490554
37,24,808,13370.220000000001,16,PUESTO DE MERCADO,El ALTO,BOLITA,CHIQUITANO,1.3460782125128357,0.623573685650019,0.21862443027836206,2.586977363414306
37,25,33,4647.74,14,PUESTO DE MERCADO,El ALTO,BARRA,SAN JAVIER,-0.9774082752948794,-0.7854184244887369,-0.08655742749796379,1.5063487882570423
38,1,688,15068.92,17,PUESTO DE MERCADO,El ALTO,BOLITA,SAN JAVIER,0.9863125627877701,0.8979744177230881,0.371215359166525,2.584454703207113
38,2,1560,39200.67,32,PUESTO DE MERCADO,El ALTO,BOLITA,HOLANDESA,3.60060961745658,4.796114092888971,2.6600792924889687,4.714205806117767
38,3,58,7001.3,17,PUESTO DE MERCADO,El ALTO,BARRA,HOLANDESA,-0.9024570982688241,-0.40523440907819186,0.371215359166525,1.6966087736963353
38,4,43,5586.13,13,PUESTO DE MERCADO,El ALTO,BARRA,HOLANDESA,-0.9474278044844573,-0.6338349177070524,-0.23914835638612672,1.5356291299822926
38,5,843,16963.07,17,PUESTO DE MERCADO,El ALTO,BOLITA,CRISTY,1.4510098603493131,1.2039473067889641,0.371215359166525,2.798815918608553
38,6,46,5317.7,12,PUESTO DE MERCADO,El ALTO,BARRA,CRISTY,-0.9384336632413307,-0.6771959517391793,-0.39173928527428964,1.5048484954030803
38,7,504,6066.07,25,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,0.4346718998760029,-0.5563074629762884,1.5919427902718284,2.1962812773529556
38,8,619,21351.28,25,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,0.7794473141958574,1.9127999802983318,1.5919427902718284,2.978960249262947
38,9,307,4232.2,16,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,-0.15594337508931305,-0.852542978680556,0.21862443027836206,1.7586109021248768
38,10,342,13650.369999999999,19,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,-0.051011727252835606,0.6688279183516554,0.6763972169428508,2.27463002741682
38,11,1250,24953.2,25,PUESTO DE MERCADO,El ALTO,BOLITA,LA RIBERA,2.671215022333494,2.494638730441753,1.5919427902718284,3.6669916484564475
38,12,462,8568.54,9,PUESTO DE MERCADO,El ALTO,BOLITA,CHIQUITANO,0.30875392247222994,-0.15206916310527313,-0.8495120719387784,1.934151592416439
38,13,46,5099.83,17,PUESTO DE MERCADO,El ALTO,BARRA,LA MARAVILLA,-0.9384336632413307,-0.7123897396338985,0.371215359166525,1.6011669472902654
38,14,46,4751.98,14,PUESTO DE MERCADO,El ALTO,BARRA,SANTA ROSA,-0.9384336632413307,-0.7685799407592399,-0.08655742749796379,1.5218731503706566
38,15,771,14699.27,16,PUESTO DE MERCADO,El ALTO,BOLITA,QUE QUESITOS,1.2351504705142737,0.8382627378438805,0.21862443027836206,2.6158384780013995
38,16,102,12823.91,24,PUESTO DE MERCADO,El ALTO,BARRA,CORRALITO,-0.7705430267029667,0.5353251050066807,1.4393518613836656,2.143466932603521
38,17,74,18442.510000000002,30,PUESTO DE MERCADO,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8544883449721487,1.442929716312825,2.354897434712643,2.499896106620599
38,18,1,125.78,1,PUESTO DE MERCADO,El ALTO,BARRA LAMINADA,CRISTY,-1.0733457818882302,-1.5158765009031334,-2.070239503044082,1.0006079166351192
38,19,816,15699.48,16,PUESTO DE MERCADO,El ALTO,BOLITA,CHIQUITANO,1.3700625891611733,0.9998323830000613,0.21862443027836206,2.698304612459402
38,20,5,592.63,3,PUESTO DE MERCADO,El ALTO,BARRA LAMINADA,CRISTY,-1.0613535935640614,-1.4404635487819162,-1.765057645267756,1.0673626062631731
38,21,657,9827.93,14,PUESTO DE MERCADO,El ALTO,BOLITA,HOLANDESA,0.8933731032754615,0.05136731064848117,-0.08655742749796379,2.2594561321588964
38,22,485,8672.35,21,PUESTO DE MERCADO,El ALTO,LAMINADO,CRISTY,0.37770900533620083,-0.1353001397365175,0.9815790747191767,2.212653848218923
38,23,51,4395.65,14,PUESTO DE MERCADO,El ALTO,BARRA,LA RIBERA,-0.9234434278361195,-0.8261399648126905,-0.08655742749796379,1.5100324021590863
38,24,666,11048.73,18,PUESTO DE MERCADO,El ALTO,BOLITA,CHIQUITANO,0.9203555270048415,0.24857012086500124,0.5238062880546879,2.406699109951629
38,25,46,6395.51,15,PUESTO DE MERCADO,El ALTO,BARRA,SAN JAVIER,-0.9384336632413307,-0.5030911345050151,0.06603350139019915,1.6169401361491058
39,1,836,17933.45,23,FRIAL,El ALTO,BOLITA,SAN JAVIER,1.4300235307820177,1.3606983413383638,1.2867609324955025,2.963907835103301
39,2,517,13014.93,12,FRIAL,El ALTO,BOLITA,HOLANDESA,0.47364651192955165,0.5661816587481288,-0.39173928527428964,2.2434616768366835
39,3,47,5653.29,12,FRIAL,El ALTO,BARRA,HOLANDESA,-0.9354356161602885,-0.6229861785735813,-0.39173928527428964,1.5207607988648277
39,4,53,6824.23,12,FRIAL,El ALTO,BARRA,HOLANDESA,-0.9174473336740352,-0.43383753948861076,-0.39173928527428964,1.578375746261238
39,5,635,12868.27,12,FRIAL,El ALTO,BOLITA,CRISTY,0.8274160674925328,0.542490829663631,-0.39173928527428964,2.335272776077109
39,6,57,6564.62,16,FRIAL,El ALTO,BARRA,CRISTY,-0.9054551453498663,-0.47577382844692556,0.21862443027836206,1.6549328794800007
39,7,434,5164.61,19,FRIAL,El ALTO,LAMINADO,CRISTY,0.224808604203048,-0.701925455520345,0.6763972169428508,1.9700753919473324
39,8,285,10022.61,15,FRIAL,El ALTO,LAMINADO,CRISTY,-0.22190041087224174,0.08281508513484438,0.06603350139019915,1.9792124973370235
39,9,513,7266.61,20,FRIAL,El ALTO,LAMINADO,CRISTY,0.46165432360538283,-0.36237736650074687,0.8289881458310138,2.1516203228902513
39,10,357,14258.25,18,FRIAL,El ALTO,LAMINADO,CRISTY,-0.006041021037202411,0.7670222534388266,0.5238062880546879,2.293229739741939
39,11,671,13502.83,13,FRIAL,El ALTO,BOLITA,LA RIBERA,0.9353457624100525,0.644994937831222,-0.23914835638612672,2.415026262516876
39,12,870,16001.87,17,FRIAL,El ALTO,BOLITA,CHIQUITANO,1.531957131537453,1.0486791701735325,0.371215359166525,2.778143637107175
39,13,81,8969.13,20,FRIAL,El ALTO,BARRA,LA MARAVILLA,-0.8335020154048532,-0.08735956796713788,0.8289881458310138,1.867869710489643
39,14,36,3804.3700000000003,9,FRIAL,El ALTO,BARRA,SANTA ROSA,-0.9684141340517528,-0.9216528069037978,-0.8495120719387784,1.3648494580934356
39,15,591,11250.28,16,FRIAL,El ALTO,BOLITA,QUE QUESITOS,0.6955019959266754,0.28112764576600047,0.21862443027836206,2.3107691208856016
39,16,34,4237.17,8,FRIAL,El ALTO,BARRA,CORRALITO,-0.9744102282138373,-0.8517401461389634,-1.0021030008269414,1.361406278854583
39,17,59,14714.210000000001,27,FRIAL,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8994590511877819,0.8406760815403377,1.8971246480481543,2.25620669824083
39,18,10,1219.42,4,FRIAL,El ALTO,BARRA LAMINADA,CRISTY,-1.0463633581588503,-1.3392145731793499,-1.612466716379593,1.1209159521080347
39,19,848,16189.800000000001,19,FRIAL,El ALTO,BOLITA,CHIQUITANO,1.4660000957545243,1.0790365785319784,0.6763972169428508,2.810684661800109
39,20,1,117.29,1,FRIAL,El ALTO,BARRA LAMINADA,CRISTY,-1.0733457818882302,-1.5172479391884695,-2.070239503044082,1.000226452316408
39,21,641,9561.0,15,FRIAL,El ALTO,BOLITA,HOLANDESA,0.8454043499787861,0.008248580200335868,0.06603350139019915,2.2553417453685833
39,22,564,10087.92,21,FRIAL,El ALTO,LAMINADO,CRISTY,0.6145547247385357,0.0933649831814047,0.9815790747191767,2.3421352679933207
39,23,45,3861.73,11,FRIAL,El ALTO,BARRA,LA RIBERA,-0.9414317103223728,-0.9123871178523403,-0.5443302141624525,1.4173748667439978
39,24,1076,17690.35,24,FRIAL,El ALTO,BOLITA,CHIQUITANO,2.1495548302321486,1.321429007161073,1.4393518613836656,3.1743435999339358
39,25,54,7585.04,12,FRIAL,El ALTO,BARRA,SAN JAVIER,-0.914449286592993,-0.31093954633589876,-0.39173928527428964,1.6133936159894504
40,1,968,20757.79,21,SALCHIPAPERIA,El ALTO,BOLITA,SAN JAVIER,1.8257657454795897,1.8169301442601582,0.9815790747191767,3.1584406086983345
40,2,1715,43156.97,31,SALCHIPAPERIA,El ALTO,BOLITA,HOLANDESA,4.065306915018123,5.435197872426667,2.507488363600806,5.0
40,3,63,7568.78,17,SALCHIPAPERIA,El ALTO,BARRA,HOLANDESA,-0.8874668628636131,-0.3135661171862597,0.371215359166525,1.7262757466000072
40,4,93,12045.76,20,SALCHIPAPERIA,El ALTO,BARRA,HOLANDESA,-0.7975254504323467,0.4096260824231412,0.8289881458310138,2.0161126686714983
40,5,1129,22455.010000000002,21,SALCHIPAPERIA,El ALTO,BOLITA,CRISTY,2.308451325527386,2.091091803463699,0.9815790747191767,3.368956983788858
40,6,70,8118.43,18,SALCHIPAPERIA,El ALTO,BARRA,CRISTY,-0.8664805332963176,-0.22477800722925576,0.5238062880546879,1.7780309221036035
40,7,439,5282.3,21,SALCHIPAPERIA,El ALTO,LAMINADO,CRISTY,0.23979883960825907,-0.6829143163211459,0.9815790747191767,2.0219758724061148
40,8,350,12107.24,17,SALCHIPAPERIA,El ALTO,LAMINADO,CRISTY,-0.0270273506044979,0.4195572986519351,0.371215359166525,2.169523833801236
40,9,329,4585.81,16,SALCHIPAPERIA,El ALTO,LAMINADO,CRISTY,-0.08998633930638437,-0.7954223317927253,0.21862443027836206,1.792844848245919
40,10,830,33135.18,36,SALCHIPAPERIA,El ALTO,LAMINADO,CRISTY,1.4120352482957643,3.8163207824857928,3.2704430080416205,3.9178132593079913
40,11,635,12716.91,17,SALCHIPAPERIA,El ALTO,BOLITA,LA RIBERA,0.8274160674925328,0.5180407826826574,0.371215359166525,2.434579589782606
40,12,471,8716.16,12,SALCHIPAPERIA,El ALTO,BOLITA,CHIQUITANO,0.33573634620160986,-0.12822325972702728,-0.39173928527428964,2.0119539889274023
40,13,42,4638.4,11,SALCHIPAPERIA,El ALTO,BARRA,LA MARAVILLA,-0.9504258515654995,-0.7869271681383292,-0.5443302141624525,1.4497697260362514
40,14,36,3820.8999999999996,9,SALCHIPAPERIA,El ALTO,BARRA,SANTA ROSA,-0.9684141340517528,-0.9189826214083204,-0.8495120719387784,1.3655921677740355
40,15,722,13544.77,16,SALCHIPAPERIA,El ALTO,BOLITA,QUE QUESITOS,1.0882461635432052,0.6517697460393486,0.21862443027836206,2.523104320877911
